mean,stdev,skew,kurtosis
141.54361783929258,75.63124902529226,-0.0054951271209892375,-1.5000000000000007
145.61026835878116,80.47736702247008,0.31171529375285717,-1.5000000000000004
117.51869051087802,55.97318935610449,-0.6992407846060048,-1.5000000000000004
105.87361688720857,78.66365496250414,0.31352469680801237,-1.4999999999999996
151.02878615995462,76.97180373735439,-0.42540394754629207,-1.4999999999999998
123.42986961451247,62.43465347661429,-0.0702369729133933,-1.5000000000000004
132.67565293573702,79.98623755816477,-0.0889225550978038,-1.5000000000000004
113.84388075313808,58.669171964960626,0.5841808251504775,-1.4999999999999998
158.7515731292517,74.48272200737098,0.2289774785959228,-1.4999999999999998
118.5547974402141,65.17072312802124,-0.4534458702159445,-1.4999999999999996
97.96010335286458,66.03208571324748,0.6921559334698287,-1.5000000000000004
141.4548835125448,81.3130357301874,0.48034852089595076,-1.5000000000000004
103.83447756419612,70.17302758632155,0.48977093666522203,-1.4999999999999996
118.27936921296296,64.16920755368997,0.7052158801808508,-1.5
110.98380345768881,76.09839380641672,0.6308111043978148,-1.5000000000000002
117.22628888888889,64.93795460972204,0.6757970737567781,-1.4999999999999998
130.36595555555556,62.46111011286429,0.702609830897629,-1.5000000000000002
112.56900148605395,67.33952339497858,-0.30844741466876485,-1.5000000000000002
108.2349517906336,80.14641730449956,0.3047145990885449,-1.5
105.6437320854514,64.44191084240936,0.6911357835146994,-1.4999999999999998
118.97121593291405,59.762695550350976,-0.49688498441604,-1.5
136.57145614035088,80.87894939614087,-0.12832533083721162,-1.5000000000000002
126.91015599180382,71.93112696789223,-0.7070507088950868,-1.5
67.74304166666667,50.20217804785231,-0.07402249468860596,-1.4999999999999998
112.6421626984127,56.71208371253538,0.705780527703034,-1.5000000000000002
124.53302629886831,44.40262249366611,0.019738450361515607,-1.4999999999999991
125.91770548983925,75.46927597070226,-0.16662245267778875,-1.5000000000000002
99.65237991898148,67.9481741747066,0.3608840430635929,-1.4999999999999993
87.57129340277778,64.54186400250141,0.5409964898490126,-1.5000000000000002
89.67884548611111,56.39894518308228,-0.02463582242776369,-1.5000000000000002
114.1305888888889,71.23680456280923,0.32107349585281075,-1.4999999999999998
74.86823888888888,48.25527478488911,0.1293237240456471,-1.5000000000000004
79.09744657580346,47.50762523924718,0.45899683883139747,-1.5
114.89649371069183,80.33454880648013,-0.09552304886397005,-1.5
91.68051378446116,46.10720634642944,-0.6712713836703905,-1.5
128.0303086419753,69.61091711057037,0.3247243633400275,-1.4999999999999993
135.07828776041666,68.10094592313808,0.7017352299855558,-1.5000000000000004
120.48816627537933,64.7782986427161,-0.5224094058093122,-1.4999999999999998
120.32641666666666,68.64582031416164,0.7037453513516706,-1.5
124.44044833616941,66.43424668962093,0.680718073188601,-1.5000000000000007
123.45395056111617,52.09592991804702,0.6062634396458293,-1.4999999999999967
150.52373241631054,92.13549316457316,0.016304876129486195,-1.4999999999999993
124.96271906992885,65.28376637979454,-0.6822185570848,-1.4999999999999998
127.32310655381944,59.68370735792537,0.13728213452535115,-1.5000000000000013
121.52259179042905,55.79380766657209,0.5331210593844918,-1.5000000000000002
95.25196981837607,60.993333719945106,0.048402523449221906,-1.5000000000000002
108.13057919092402,54.686546947628656,0.6693212498515402,-1.4999999999999998
118.68671826799036,57.261679858952604,-0.15500893560133927,-1.5000000000000004
114.19130015432098,62.05414978332396,0.40169490472531594,-1.4999999999999996
99.45734126984127,52.03053036713782,0.43350779773814585,-1.4999999999999998
142.07608072916668,76.31340959397677,-0.6773108970352016,-1.4999999999999996
175.1592774777092,66.90210470153725,-0.5635746744190909,-1.5000000000000004
140.40107095046855,83.31467710157564,0.5254648707048727,-1.4999999999999998
113.7612356881562,71.97724232480958,0.5990365537966661,-1.5
110.41283854166667,48.213729243882426,-0.0023417153275354288,-1.4999999999999998
106.99006944444444,57.56421871600505,-0.7005229105656515,-1.4999999999999998
109.45660578051643,66.21344078118388,0.4776874913932039,-1.5
131.54853723404256,75.50676632185012,-0.013709029179170818,-1.5000000000000002
118.99223572530865,56.67387223981003,0.6898075866372889,-1.5
82.83196666666667,47.370412100557736,0.6490414190768566,-1.4999999999999996
143.59898333989244,69.64303254768188,0.644533839847498,-1.5000000000000002
142.02300595238094,54.67579245973766,-0.7060112698980792,-1.5
146.01875289351852,59.10384735996703,-0.7050715068357272,-1.5000000000000004
114.94704437669377,74.00165917881075,0.6859905242882617,-1.4999999999999998
94.99381284360533,71.1832089412572,-0.7042092176982259,-1.5000000000000002
134.47410377358491,66.63144840379469,0.018332524574073406,-1.4999999999999993
143.96560841582294,72.60652607628735,0.7048482218840779,-1.4999999999999998
127.62560661207158,66.09093142947971,-0.3401992650710389,-1.5000000000000009
84.72217080785985,60.95633030130514,-0.7069024138673244,-1.500000000000002
156.4360590277778,66.57833073423834,-0.40726352010082456,-1.4999999999999998
131.1495043439519,64.32264167942614,-0.5154424643638533,-1.5000000000000016
120.96499914266118,75.41801106761987,-0.4075708751527657,-1.5000000000000002
126.28448407254992,72.83277643161198,-0.6813491481546089,-1.5000000000000002
116.72143632830361,66.75152881254067,-0.5951637379586728,-1.5
118.65350252433394,73.27331029847919,-0.44495369518019406,-1.4999999999999998
155.09911428382577,82.64510985674201,-0.7070882560764061,-1.5000000000000002
137.72865957289588,72.19207523728652,-0.6047429697564816,-1.4999999999999998
125.62081485587584,85.29102282481027,0.40540796755853425,-1.5
118.56274333428736,48.147295209573784,0.5312824798484798,-1.4999999999999996
122.19721745759482,80.15851590964516,0.5122720572263069,-1.5000000000000002
156.06536008230452,59.30223468604897,0.23720914758270825,-1.4999999999999998
141.26199679904514,71.53613338582554,-0.6406327486243488,-1.4999999999999996
115.8714737654321,48.1940366728275,0.4868912062639126,-1.5000000000000002
129.44274181206,67.87682565399801,0.38151514729342056,-1.5000000000000002
166.31790194572451,77.13107609910847,-0.7068933807581561,-1.5000000000000002
139.25228448275863,64.38133867205951,0.09853693929327079,-1.4999999999999998
115.9086,64.35790835835346,-0.11805061045579358,-1.4999999999999998
131.60120442708333,89.53156889039998,0.6861416186464325,-1.5000000000000002
128.55266909311496,71.63338211212248,-0.5661500833511468,-1.5
113.97823784722222,63.97495606750553,0.4235402956501192,-1.5
84.24505208333333,48.40036050891688,0.23250546620363294,-1.4999999999999998
132.8294813466788,72.26471697100834,-0.40205385110276287,-1.4999999999999998
108.0891579861111,69.79733939995023,0.2977106399112173,-1.5
130.82058913308913,80.85524353045032,0.6205684002058862,-1.5000000000000004
144.7238701850167,63.31041464236978,-0.5472769274807885,-1.4999999999999998
92.78145124716553,52.518106180682544,0.5871016098641361,-1.5
74.05613935703158,36.48081298762863,-0.5154150743225474,-1.4999999999999993
